,users,yields,followers
4341,Rinat2192,24.71,0
4342,Nezhnaya_orkhideya,32.85,7
4343,Kar113,-232.13,11
4344,investor50ruboneday,0.87,1
4345,iAnich,-2.59,0
4346,fanat_nk,24.91,7
4347,tatarinK,4.14,2
4348,Alex70tsk,8.58,1
4349,comer797,54.66,0
4350,Zapiski_analitika,36.13,22
4351,Promite,176.81,0
4352,dr.molin,130.6,2
4353,zavoz_oboev,-42.28,5
4354,Karepin,0.0,0
4355,garik748,33.07,5
4356,Koshernaya_Zhaba,0.0,0
4357,atatat,18.5,2
4358,Pavel_Sukhanov,0.0,0
4359,Senya720,1.89,2
4360,dgp333,6.47,0
4361,darina0,33.34,3
4362,DengyDrebedengy,9.0,0
4363,ibis555,28.56,1
4364,laa.77.77,34.22,1
4365,Pil0tik,18.33,19
4366,chibisss,-25.53,1
4367,Ha_shish,16.8,0
4368,Sergei22837,-0.79,0
4369,Nikita_vio,62.24,2
4370,sinkos,-5.48,0
4371,SERGI8,0.0,0
4372,Amina666,-8.51,14
4373,galmazarit,45.59,10
4374,NAIT,36.26,7
4375,junior_junior,-6.19,0
4376,Eugene_Fishing,-78.05,3
4377,Prinsess,-14.02,5
4378,Dr.Artur73,-11.79,0
4379,AlexZ07,8.43,10
4380,NerfMiner,-21.03,2
4381,max_skaii,10.26,161
4382,Vas1l14,-31.89,1
4383,yastreb_inv,9.23,70
4384,OOOO9Dima,20.6,43
4385,InfernoX,-26.28,4
4386,Slavka7,-361.64,0
4387,Hamster_on_drive,20.09,9
4388,AMarkova,0.0,0
4389,Bezgoloviy,69.61,4
4390,Rustaaam,0.0,0
4391,OshA.Investor,116.54,50
4392,a_zyryan,-1.79,1
4393,vvvvvvvi,0.0,0
4394,Flonn,-98.77,1
4395,werter89711,-84.08,0
4396,Salo1976,-99.71,97
4397,VB46,28.95,17
4398,GeoMash,40.4,26
4399,hondapower,32.52,7
4400,Richard57,-10.88,7
4401,bingo33,-131.97,12
4402,SPCESubmarineOne,30.65,26
4403,Max_Maxbetoff_invest,-19.16,18
4404,InGenious,14.61,4
4405,spoavedlivy,-47.62,4
4406,MrCalm,-32.65,8
4407,Pincher1,26.89,2
4408,Pikirov,-32.67,13
4409,Attano,-1.5,0
4410,igorgariev777,7.44,11
4411,TVARDOVSKIJ,0.33,26
4412,Rrudol,-182.64,6
4413,Evgeniya_Chashkina,1.25,6
4414,GarryTh,-51.84,2
4415,MisterKhomyakov,-27.13,6
4416,andrewjr,29.53,0
4417,Profit_forever,32.3,142
4418,Drdoks,15.3,12
4419,Genitive,32.93,60
4420,LeninHan,2.93,0
4421,x1z99,-6.72,0
4422,ZloiBoY,24.1,0
4423,Anastezzya,37.38,90
4424,Sergey_797,-86.34,2
4425,MavR64,29.5,7
4426,leezlee,-0.77,0
4427,MGN1029,19.22,1
4428,Wolfjee,27.39,4
4429,zzlyuka,-34.95,4
4430,jiexa08,-0.63,0
4431,MaxZhumaev,13.46,0
4432,kursace,7.99,0
4433,In_yan,6.15,7
4434,MARZHLONG,0.0,0
4435,Tulench,1.35,2
4436,Vladya024,-27.43,1
4437,Baga1,4.72,0
4438,Svetlaia_18,10.78,197
4439,dok005,0.6,1
4440,ATCO,14.02,85
4441,timofeyNN,-30.65,7
4442,ma__am,1.64,47
4443,Razymniy_Investor,-7.02,7
4444,EvGenius444,-2.57,1
4445,S_Sasha,48.91,0
4446,vladchubovskov,28.19,2
4447,Yurii1983,5.59,0
4448,DIMTX,-57.35,1
4449,AkhmadInvest,45.65,0
4450,BleQwed,3.27,1
4451,sergionerio,10.01,9
4452,VitaliyLisin,18.38,2
4453,Leaky_Cauldron,-66.0,11
4454,diablo2351,-124.15,0
4455,zarsenkov,0.0,0
4456,DBuyer,10.64,1
4457,Sagrtonsw,0.62,0
4458,RomanKaliel888,66.28,10
4459,RichArtMix,411.02,1
4460,Bipolyar,25.85,33
4461,Maksi_um,-159.07,0
4462,K4nareika,16.07,0
4463,AlexanderTsvetkov,133.06,5218
4464,1RiseUp1,18.34,15
4465,I.R.zz,-4.83,1
4466,Hard_man,35.17,0
4467,Dennis_HLL,-17.53,0
4468,Docem,-0.29,1
4469,_bro_xer_,92.9,169
4470,Wild_forest_bear,1.55,2
4471,Danveyron,-0.78,9
4472,Nikich92,-210.68,9
4473,Zaurel,-5.54,0
4474,VEGON,2.06,2
4475,superM,-300.89,2
4476,Obojemama,21.82,5
4477,Ivanoprechnik,26.65,1
4478,bca2021,31.34,0
4479,a.v.zablodskiy,12.33,5
4480,Fikki,-0.8,2
4481,mars2031,13.93,22
4482,B_o_r_b_o_n,4.8,0
4483,givemane,25.46,0
4484,Lo_ogan,-6.82,0
4485,Lukyan0v,7.03,0
4486,KSI9511,22.08,2
4487,TAKSIST_INVESTOR,41.37,13
4488,alexmin90,0.0,0
4489,Ruslan_Continental,24.93,0
4490,Dmitrii35,49.29,0
4491,Homut333,20.15,4
4492,DmitryAliev,-1.77,7
4493,o_patrik,0.04,1
4494,jimmymachiavelli,0.0,0
4495,asapxx,34.08,0
4496,Bastam,12.1,3
4497,Antey198,24.4,0
4498,Suney,184.4,1037
4499,llllleee,178.51,15
4500,Igroc34,0.0,0
4501,369459989807002300,-8.78,0
4502,nesudba,0.0,0
4503,iYa93,-7.03,83
4504,L11512355,-36.31,2
4505,Michael____,-30.5,22
4506,Advanced_,62.02,38
4507,AlbedoSz,-6.76,0
4508,necola,29.77,1
4509,Alexey2282,-92.82,1
4510,vikipon3004,0.0,0
4511,a.ler.t,-3.89,0
4512,nksh,2.53,5
4513,masterri,5.49,0
4514,Gerakun,39.94,6
4515,shadow_in_paradise,-57.48,1
4516,Shade1993,230.78,2
4517,Anton_zozo,-12.23,0
4518,tIvvI,5.77,1
4519,doubletrouble,60.03,0
4520,CHERVONEC,14.85,38
4521,Rinat_K,24.93,318
4522,Prostofilia,16.33,0
4523,KBADPATYJIb,-12.84,13
4524,serg198436,-65.25,2
4525,polka_tolka,42.14,1
4526,serg30,861.38,15
4527,thomaswulf,152.59,125
4528,RentGen_X,8.07,0
4529,Busia777,-20.15,6
4530,lilutik,23.84,3
4531,Dellow,38.87,2
4532,AETHER963,-45.68,147
4533,Noname337,0.0,0
4534,Andrews_GaMe,-18.39,8
4535,Yagmur,23.51,5
4536,convict2live,23.44,0
4537,Cvyatoj,-6.63,0
4538,Ticco,-0.33,1
4539,la_cosa_nostra,29.1,6
4540,MaminInvestorRoniaem1000,2.42,2
4541,eclipse_main,0.0,6
4542,shit_happens_,8.53,25
4543,XomyakClub,11.33,116
4544,quateee,-13.15,0
4545,bomjara2,-6.73,42
4546,SalychCapital,37.99,5834
4547,Qwertyu87,-201.01,6
4548,Volkhonskii,-106.63,2
4549,Sabovsky,153.69,1
4550,boya,65.52,7
4551,Mixaila,34.84,2
4552,Kirikov161,-7.72,1
4553,DenGen13,9.74,26
4554,VasiliyR,144.42,155
4555,Griffin_op,13.28,238
4556,Time2BeRich,157.33,2
4557,f.rivman,0.0,0
4558,Jack143,64.39,41
4559,BLESSEDbyGOD,0.0,0
4560,Bermut1,-32.7,1
4561,Emi_Khabibullin,46.1,4
4562,CapitanEgorov,35.42,0
4563,Marsellko,0.9,2
4564,skarfa,-6.59,0
4565,WetDreams,25.61,6
4566,Ya_bomjara,27.45,1
4567,DenisQWE1,53.57,233
4568,FBCapital,24.24,4
4569,Vitaliy_24,24.29,4
4570,ProfitTrader,-48.71,8
4571,vaso_pva,72.94,11
4572,51rus,-146.65,7
4573,petuwina,0.01,0
4574,Dons77,20.63,2
4575,was.I.am,138.28,25
4576,liks135,25.93,54
4577,5TEPAN,13.93,3
4578,Basketbolen,40.7,3
4579,10shurik,-9.38,0
4580,Pirrat,24.19,4
4581,Ckopo_BBepx,28.4,236
4582,Sergo_,11.68,11
4583,ILNARDEEN,0.0,0
4584,lion4i,-78.02,0
4585,V_VPro,25.57,50
4586,DANIL_FEDOROV,0.33,178
4587,Petr_Investor,-13.79,0
4588,meshda,22.34,8
4589,Makaroshki719,8.79,0
4590,vitalikmagel,112.42,25
4591,a.postol,35.8,19
4592,Masech,11.91,0
4593,gross007,25.35,0
4594,Kolobok83,77.98,12
4595,Jgzol,6.93,2
4596,ERR0R404,0.0,0
4597,MORSONlend,-1.22,0
4598,Pioneerinvest,208.82,1328
4599,Kaawaai,3.31,1
4600,YUPAM,2.16,3
4601,Anastassii,18.86,7
4602,Ilya.fom,-2.53,2
4603,MELKIY32,-191.3,7
4604,9444,77.3,20
4605,MamaXuana,-17.47,1
4606,Marsel2,-32.01,0
4607,Pro100Man1ak,222.02,29
4608,iTerez,2.1,48
4609,ignat_orlov,38.12,19
4610,Tanianna,33.47,6
4611,avalancheman,-123.87,3
4612,tanya.lyubimaya,40.52,8
4613,Matthew_low,33.88,2
4614,dok1291,-22.12,1
4615,Madina0508,148.67,6
4616,IGnOrrrrrrrR,17.83,16
4617,arteon,68.79,14
4618,Maratka69,36.85,10
4619,Controller,-79.2,4
4620,MatVseyaTusi38,37.81,9
4621,Ludoman_Alexey,18.94,1
4622,mariuss,5.61,1
4623,Urgen0201,0.0,0
4624,ohisuk,1.45,1
4625,amaterasu547,35.53,1
4626,A.Shalyapin,-4.6,1
4627,ValerySm,0.0,0
4628,Lazarhik,-20.42,5
4629,VincenzoTrade,-362.25,1
4630,kotte_,89.67,269
4631,sve68,2.22,0
4632,Combat81,20.42,2
4633,Advocat_Devils,-8.35,23
4634,4567890alina,0.0,0
4635,Pavel_Diggy,-50.87,1
4636,Akakkiy,5.39,0
4637,ShamilVaisov,31.31,2
4638,ChikoBamboni,50.6,357
4639,Bender_investor,18.84,3399
4640,LostPunch,0.96,6
4641,AlexKoba67,30.43,78
4642,Annanikolaevna0101,-59.57,35
4643,oz_din,18.67,6
4644,wS1,-136.83,7
4645,Nikolay2711,6.62,0
4646,ValaDoS_,0.0,0
4647,XaMan,-139.4,51
4648,Capital_Flow,2.15,1040
4649,Rarych,12.65,0
4650,Dezaroma56,-2.1,1
4651,palpavlik,0.21,0
4652,3592,19.39,0
4653,S1ava1,-15.0,1
4654,McDonInvest,15.77,0
4655,TreidingMan,19.22,4
4656,semenich85,12.51,6
4657,RemaStr,-163.1,3
4658,Molodoi_investor6149,19.96,1
4659,InvestUpgrade,13.95,16
4660,Tcar,-28.7,32
4661,Zizzy_Lizzy,-23.03,28
4662,KirAvillon,-6.18,0
4663,DnevnikInvesora,-94.41,551
4664,SEL18,22.33,6
4665,Oligarx0777,-3.19,7
4666,fipster,35.07,0
4667,Xer_eX,-132.15,0
4668,aza1996,-1.5,0
4669,g26jsa29m45x28,173.84,270
4670,AlexeyDunaev,0.41,50
4671,Inzer86,0.44,0
4672,svet1951,-35.22,2
4673,Ivan.Ruzanov,15.15,0
4674,invest_onelove,0.0,0
4675,Zebor,5.49,8
4676,Earl1,17.81,1
4677,1.btc,-174.67,28
4678,VPA68,-3.98,0
4679,FukkOpps,26.34,4
4680,Torpedo_To_The_Bottom,10.12,2
4681,Muhammad222,-1.69,0
4682,tonku,-20.81,13
4683,Alexiada1813,59.37,53
4684,Tomatiko,-61.26,0
4685,trader_mama,2.58,20
4686,ErGrin_capital,15.61,1
4687,Van0,8.78,32
4688,marshal_vania,35.25,0
4689,Hanter_Killer,-38.79,3
4690,darkalex,21.07,0
4691,Smocky,22.84,0
4692,EVA0507,-123.66,0
4693,Snegovicheck,22.84,1
4694,Russaf,37.12,5
4695,Johnny42,19.28,65
4696,elek44,17.59,1
4697,B_Bi4_4,0.0,0
4698,Minirovaniy_tapok,10.94,3
4699,Maksimio,-0.82,0
4700,Atlant1,165.75,1252
4701,chelsia,5.23,0
4702,Alexsandr2808,-2.25,1
4703,MrDemyanok,32.87,6
4704,Kiliopera,80.0,7
4705,MoneyJoulesDragons,21.84,16
4706,Elenka122,44.26,2
4707,akhmad.tech,0.87,3
4708,Eugene1025,-10.17,0
4709,dim1305,0.0,0
4710,KeshaIN,25.21,4
4711,DianaYanina,36.4,3
4712,runainvest,13.96,0
4713,v.baranov.108,27.13,6
4714,PatrinAS,31.6,64
4715,ivasan,2.61,123
4716,Podrezov,0.63,1
4717,babek1996,55.27,8
4718,AlexejV,-64.34,1
4719,Abdul_Imamaev,-217.36,21
4720,aleks__215,-40.81,1
4721,marbas,0.0,0
4722,BrashMack,-2.82,0
4723,GlebSergeevich,0.0,5
4724,Dimarik_Tyz,0.85,6
4725,Hawk0703,33.64,0
4726,Demonitra,20.96,647
4727,Manifest1,0.0,0
4728,Telemurka,27.09,1
4729,Egoric545,24.18,1
4730,Hope.best,5.39,1
4731,anna_del,22.81,1
4732,aleksandrmore,0.0,0
4733,S0KKA,17.8,0
4734,avlobn,-24.48,2
4735,guf778,5.76,12
4736,aka_Dami,-6.84,1
4737,RaiDen1,-94.02,38
4738,galiTim,1.11,0
4739,indian5363,8.95,4
4740,kravtsovego,0.0,0
4741,05Svetik09,42.87,2
4742,yuri_new,117.42,1
4743,AleX876Ufa,0.0,0
4744,Stepache,15.7,7
4745,Lapu95,0.13,0
4746,FINNIK1983,-272.52,87
4747,Max.Capital,0.27,233
4748,tuinadenka,25.7,13
4749,DobriyFox,0.0,0
4750,alecseevich,-18.11,3
4751,lizaH,23.35,2
4752,Doctor_ava,24.87,0
4753,IRENRIV,0.0,0
4754,doctordru,60.83,5
4755,Hoomikadze,67.09,0
4756,_KOTik_,0.0,0
4757,Elena1631,3.99,1
4758,Demon17,20.53,1
4759,Monkey_Investment,-44.22,0
4760,stas20011983,-45.68,2
4761,F_V_A,11.09,7
4762,is740,-50.02,9
4763,kosim_pm,-97.98,3
4764,Russtark,-26.37,4
4765,Nikname1985,-148.07,0
4766,Derus15,28.64,0
4767,Excelsius,-16.53,1
4768,Bol0to,3.15,1
4769,joskiy_,3.51,6
4770,Hoshic,-136.89,33
4771,dantesik67,34.0,5
4772,i.pravda,11.17,4
4773,DmitriiZDI,-5.56,59
4774,Nik_may,36.68,18
4775,vipivoha,-2.89,1
4776,MonCherr,-0.61,4
4777,ilicheva,37.39,4
4778,TrueInvestor01,-20.52,9
4779,Trish,-2.83,161
4780,Florentii,39.9,4
4781,FATCat_32,0.71,284
4782,Angel_inagoli,23.44,1
4783,Radjich,80.24,0
4784,Maximus777,67.47,126
4785,Elmacso,157.41,46
4786,iyrik,-139.47,16
4787,Sergio1985,16.37,796
4788,Gruzzzz,0.0,0
4789,GoodZun,-182.21,77
4790,GeneralRadah,24.6,0
4791,virgo77,166.72,964
4792,BogdanFikalisVolkSaper228,-56.76,7
4793,m4thew,22.56,11
4794,Taila,5.24,4
4795,OTCKOK,0.0,0
4796,andrey22154,6.37,0
4797,Arlen4ik,13.1,4
4798,tvoroggg,25.55,2
4799,Quarrel,37.38,2
4800,alvis71,-66.3,18
4801,ALEXPAA,-2.82,4
4802,Traid24,0.0,25
4803,KarinoyUzbek,-97.61,7
4804,rufoll,0.0,1
4805,InvCourage,-4.61,1
4806,Leo056,-19.99,0
4807,Veerginia,-53.07,3
4808,FaDm,11.81,2
4809,vano808,18.36,10
4810,DenisPROfinancy,29.15,2711
4811,KOGAN_OLEG,-19.2,225
4812,AMaximV,284.19,13
4813,hqvataaneqq,-439.32,2
4814,PDmitriy_Hedge_hog,20.19,86
4815,eternal_investor2,32.5,5
4816,VK88,55.66,40
4817,Helga02,5.47,3
4818,Dozya4,-10.22,1
4819,likeinadream,-23.5,2
4820,UHBE100P,-12.66,1
4821,Roman_underground,2.24,84
4822,Pro.Garri,3.91,11
4823,KardanovLeon,-11.8,0
4824,slurm,23.02,9
4825,nnoo,-12.99,4
4826,Snogsshibatelniy,14.45,1
4827,Rjavaya,29.91,0
4828,Twolions,14.58,87
4829,paparapapa,-86.11,0
4830,faeton709,11.33,1
4831,gingere,7.79,0
4832,axelll,-308.31,9
4833,Sergei_888,18.78,0
4834,Igra_na_ponizenie,6.26,41
4835,St_Oskol_31,-89.08,27
4836,niy_ta21,127.84,26
4837,9impossible,29.8,0
4838,TrustNOne,0.0,0
4839,ImNoSuperman,17.39,1
4840,muzzyBig,4.12,340
4841,Aspirant80,-10.32,1
4842,Ehson,-9.42,0
4843,torg489,9.53,0
4844,Dobrodushnyi_medved,-117.83,0
4845,fenixolga77,-86.79,0
4846,Evgenis1,-0.31,2
4847,Markin_S,0.13,12
4848,Tanyushaman,29.63,34
4849,kuc.vanya,-60.46,3
4850,Galaktika777,47.87,4
4851,xeninvest,41.65,13
4852,MarGOSsha15,-81.31,1
4853,aslaev,23.22,0
4854,visvis,9.0,1
4855,D.bob,37.14,1
4856,Don_Basilio,5.55,0
4857,Maverik_9_7,42.36,2
4858,alexsey104,-109.13,163
4859,PolzovatelN,4.31,4
4860,PavlikPro,-14.83,5
4861,mrbeast1,0.0,0
4862,hamsterandcutlet,12.5,4
4863,HARD_76,-836.28,4
4864,DonaldDuckTug,155.29,3
4865,nfcg,16.62,1
4866,SergeyShab,0.0,3
4867,Hyperlink,-4.52,2
4868,AlexVC,-19.72,14
4869,Marschak,63.35,4
4870,andrey26,59.23,31
4871,weyx8,17.22,0
4872,dariafedorova,41.83,4
4873,Loki2023,-163.61,2
4874,nadiz,69.94,16
4875,horadr,10.02,1
4876,your_your,-192.26,14
4877,lBeatl,162.88,4
4878,aalex0372,30.99,5
4879,Kashpurov_G,52.96,4
4880,p.m.yan,0.0,0
4881,Star_Doggie,70.14,35
4882,sozzzidanie,14.16,2
4883,Goldmen911,-43.9,1
4884,Wolvescrush,-36.42,1
4885,Linar96,47.16,0
4886,vitinho22,24.62,17
4887,MaximusOlimpicus2014,3.61,3
4888,Happylesbi,37.09,1
4889,Janpol,37.3,4
4890,Gelo148,13.11,1
4891,Russsian,34.15,550
4892,Tulak_star,-11.07,2
4893,sergei76ser,24.16,2
4894,JulyMan,17.15,7
4895,paveltere,-16.23,2
4896,b0BB,36.75,0
4897,Rascwol,1.5,3
4898,KOCMOC.CTAC,26.17,15
4899,Slavafiat,24.88,0
4900,EKHSON,123.72,0
4901,Vastase,7.12,2
4902,Gura1,-243.6,0
4903,zeludok,-1.0,0
4904,marbletthirs,-256.76,3
4905,Vorobyev.EV,21.34,0
4906,Mr.BigGreen,36.34,7
4907,Kramolnik,22.27,32
4908,All67,-10.3,13
4909,aserdyuchenko,17.77,18
4910,e.let,-52.54,6
4911,Zzz2580,53.13,6
4912,Krasnoff,33.6,4
4913,mitsmidt,17.4,0
4914,ghost_of_scam,8.94,22
4915,Ivan252,69.05,0
4916,GoodDani,0.0,0
4917,Soberano09,-168.29,0
4918,Liaks,24.35,0
4919,duta,4.13,0
4920,Crips134,19.9,2
4921,KreditorS,37.31,6
4922,Garfield_1,20.08,4
4923,MichaelSiegman,0.0,0
4924,alekz71,-26.83,21
4925,stepa_ma,39.19,20
4926,Kirka77,0.41,0
4927,dmi3y_investor,13.22,2
4928,velesik.d,0.0,0
4929,Nikolay_100M,37.71,8
4930,_grand,-69.86,2
4931,sell69995,-17.7,0
4932,Bond1990,-73.1,0
4933,max111111,79.94,1
4934,ChtoDalshe,60.03,438
4935,AlexfonL,175.47,1
4936,Homyak__,47.46,2
4937,kai13qq,-163.6,0
4938,Siriusblacks,3.51,28
4939,denbalabanov,0.49,1
4940,Dinar60,0.0,0
4941,X3X,-36.63,2
4942,Cosmopol1tan,6.13,1
4943,Antip_1994,28.63,3
4944,AndruShepilev,21.97,5
4945,Drag666,0.0,0
4946,abazapazov,11.67,1
4947,Michaelkov,28.08,14
4948,Fraktall,-65.68,6
4949,AndreSergienko,29.48,0
4950,GoretsVasya,-29.49,0
4951,Riskoffriskoff,-33.82,28
4952,alex23kaa,12.98,8
4953,Elis_Luna,34.55,2
4954,Dimister,0.51,10
4955,Bronchik,22.7,0
4956,Jdana9,16.09,15
4957,hiho_tempo,-0.66,0
4958,homa99lv,40.19,107
4959,SeregaRuS26,21.4,1
4960,HajimeUsa,19.57,12
4961,ghost_in,40.91,5
4962,Green_Bo,20.03,3
4963,Colambass,20.74,2
4964,Muravyev_SA,40.55,14
4965,Fkee,87.29,7
4966,Svyatik_cz,38.84,3
4967,DimonichKrutoiTip,42.96,0
4968,OrkhanTut,0.0,1
4969,Gia2022,44.11,0
4970,NoIdeasOnlyInstincts,-100.4,1
4971,firefighter25,13.47,2
4972,Sergent6,21.7,0
4973,SmartTrade01,-98.21,17
4974,Anas89,-0.44,2
4975,frenzidoom,-15.77,4
4976,Rustem78,11.31,1
4977,MaxAsoev,-0.51,3
4978,RobinCat,35.56,6
4979,Zy_Lezgi_ya,-48.52,19
4980,Annutochka,41.9,3
4981,ILNAR_02,-28.91,197
4982,AAAAAXELLLLL,-21.45,2
4983,Alinka_mikhailova,23.61,2
4984,7Demss,-30.75,0
4985,PandusMangus,-54.88,7
4986,cpt.Ustinov,-15.86,1
4987,Damwild,305.18,290
4988,EniaA,-0.6,1
4989,Rvs1306,-25.83,0
4990,Sem78,-434.77,5
4991,IGShell,-27.24,1
4992,_Oleg_P,-87.58,1
4993,Miry_mir,35.32,0
4994,conahi,-466.53,0
4995,SkyRiy,29.7,1
4996,rame0,8.19,2
4997,Blablatrade,-50.02,1
4998,Kauym,-2.67,2
4999,Guffidoge,19.26,5
5000,GaryCooper,5.54,281
5001,Roror22,-11.18,19
5002,KoT_PaKeT4uK,6.95,5
5003,mihailvladimirovich71,27.31,2
5004,Tomahas,42.05,0
5005,Ogid78,-1.2,0
5006,ZanziPanzi,0.0,0
5007,A.Desyatnikov,-3.8,27
5008,AnnaPrekrasnaia,24.82,14
5009,Semenov1995,13.51,3
5010,Danila66,-44.98,1
5011,maj3sty,21.36,1
5012,hamillion,-4.34,10
5013,SevastyanPereiro,30.27,1
5014,_38,0.83,0
5015,chapanov,193.35,3
5016,Kot_Foma,35.88,0
5017,Gentelmen18,18.9,6
5018,iGrip,40.2,474
5019,odinvpole,37.26,6
5020,mihanesko,-61.4,5
5021,Bryanskeagle,24.49,21
5022,MaxS9,-0.23,3
5023,Onion_3301,24.16,7
5024,KimiU1990,-32.29,3
5025,kamalova23,-1.81,0
5026,Renat.Grachev,-80.74,9
5027,Vitaliy_Kolupaev,17.14,9
5028,Dasha2429,1.49,0
5029,kgorodoff_kld,-21.26,0
5030,Shajtan,35.42,13
5031,Alexander7479,25.96,60
5032,KHALINTRADEs,-473.46,3
5033,darth_ks,-47.78,6
5034,Tajmaxal,21.56,10
5035,Vikx,-2.39,1
5036,electrod163,-8.84,4
5037,iKentucky,-4.47,0
5038,verzhin_galatus,-14.77,31
5039,reveligori,-4.55,1
5040,annag1,18.53,1
5041,Alex110671,-43.06,29
5042,Haki59,0.0,0
5043,Qvaddro,-112.06,2
5044,RicherGilt,-1.26,9
5045,Invest_Dim,-34.01,7786
5046,Molostovl,28.05,8
5047,savage_lof,4.98,0
5048,Al2008,138.37,3
5049,Igor_na_torpede,120.68,109
5050,SINONid,-33.56,6
5051,dazdoom,-3.01,5
5052,Ekaterina_Lyutova,2.2,6
5053,VarianV,-6.65,0
5054,Art_cookies,-4.82,4
5055,trollmedved,26.88,27
5056,Shamil_Ildusovich,50.74,0
5057,Ar_Mark,85.75,34
5058,InvestYoda,25.74,265
5059,SeRGeeVicH35,19.15,7
5060,BlueCube,19.94,2
5061,Viski,67.4,53
5062,Glebobas,-99.36,1
5063,NSKES,17.07,6
5064,PROffesor,8.04,2
5065,maneragri,0.49,1
5066,storb,0.0,0
5067,Hamster_finance,11.58,36
5068,NatKott,12.59,1
5069,olesya_z,57.04,5
5070,lloky,-35.87,14
5071,lerpad,3.68,3
5072,HALALINVEST0R,2.2,110
5073,Vadim1301,8.41,0
5074,KS.2020,0.0,0
5075,Bokser01,-1.98,2
5076,worldwide_invest,5.56,43
5077,FreeLive34,11.94,0
5078,helgios,20.66,0
5079,Fimeers,-99.23,2
5080,makssirios,19.88,3
5081,Believes,-586.1,56
5082,kysmanok,14.33,3
5083,Maxon2000,44.28,1
5084,vanchous_,7.45,4
5085,J6K_Jikeman,5.51,2
5086,vaiti,29.26,3
5087,mrs.Alisa,-89.55,14
5088,gorillich,-35.96,1
5089,STAr1994,0.0,0
5090,enaem,20.29,12
5091,besmertno,-2.5,5
5092,Nikolay_invest,-61.61,1
5093,bitochekBTC,-7.59,0
5094,Makarova28,1.39,3
5095,Egor909,-29.08,3
5096,Adekvatny,18.68,17
5097,_SHLANG_,-72.66,2
5098,Martin9,0.0,0
5099,ru_oil,-111.41,41
5100,buffetts_armpit,0.0,0
5101,Igorsity,-282.25,25
5102,flesh19,-84.43,5
5103,DurakInvest66,132.3,12
5104,RZDshnik,55.52,1
5105,Sprut86,5.58,0
5106,dearlexa,-31.44,1
5107,gavrilovroman,-9.79,2
5108,Tox1c_Man,29.07,13
5109,yanala,22.3,11
5110,Sakrold,22.81,4
5111,Akumaqqe,23.69,2
5112,pavel_cosmos,-5.08,1
5113,DrNDre,42.08,37
5114,Nlondan,4.3,8
5115,prostka4invest,-4.76,3
5116,04vfrcbv04,-131.45,0
5117,KotPopKorn,5.25,1
5118,SedSedder,4.49,1
5119,Igort222,36.32,0
5120,Nikita_Kogan,4.03,0
5121,abramovna,307.78,1631
5122,Interilan,-8.56,9
5123,Sazon1977,0.45,31
5124,Tpu_Ho4u,36.06,239
5125,Faustvik,0.0,0
5126,ershar,0.31,46
5127,vata42,16.15,1
5128,whiteink,4.83,61
5129,Aleks_santos_88,65.85,3
5130,TradeAnsh,19.36,109
5131,RENZHIN,10.99,17
5132,Aristoff_ww,7.02,6
5133,WSteb,6.54,2
5134,shxck,17.81,3
5135,KpacHo9pckuu,-19.36,42
5136,SuperLara,10.7,7
5137,Limosi,0.0,0
5138,Alex7772022,-7.0,0
5139,Egor323,-28.89,0
5140,volk882611,-1.19,6
5141,Baris7,0.53,2
5142,Maks_000,53.38,0
5143,VarvaraHugin,37.82,43
5144,PusHunter,-186.26,34
5145,thanipoof,0.02,7
5146,Fixiks,-31.51,2
5147,Greg.Smith,21.01,4
5148,Takehisa,0.61,0
5149,pulka777,0.0,0
5150,OrochimaruSan,-0.79,0
5151,akitaki,-73.5,3
5152,all_signal,6.71,217
5153,boha1,0.0,0
5154,Yorik1,-87.25,4
5155,Rigorist,63.95,0
5156,RaideN59,-43.26,2
5157,krasniymax,61.4,2
5158,Lesnichokk,-78.17,38
5159,vecz11,13.07,4
5160,Careful1investor,11.95,0
5161,AlexSo86,35.45,8
5162,PRIHOD777,-28.23,3
5163,Rus_333,-65.32,2
5164,stonks.up,41.94,0
5165,slavianin32,104.85,2
5166,Sedrak,-49.81,0
5167,AngelAnastasia,0.0,0
5168,Googled,-29.35,38
5169,1MrT1,-28.75,0
5170,fedyt,-14.98,10
5171,garage_trader,9.23,1
5172,dead_one,-22.21,13
5173,diggi13,10.25,15
5174,DariaL,9.63,3
5175,AzaT1993,16.1,1
5176,VHSPb,-75.24,0
5177,witcher0,0.0,0
5178,BigBen888,18.83,0
5179,Garsel,2.69,1
5180,Dan47,2.55,13
5181,ArinaKolesovaa,0.0,40
5182,povdim,24.25,34
5183,treiderin,0.0,0
5184,Propelller.lab,89.96,0
5185,DreiV,-3.79,0
5186,Maracasa,21.26,3
5187,Merowingen1,-1.52,10
5188,kuzmakot,-0.14,1
5189,zik55,-179.29,0
5190,russianpanda05,-2.37,9
5191,ustllys,-3.14,1
5192,Mugiwara88,-4.07,0
5193,AISignalBot,15.8,12
5194,DontPanicBro,0.0,0
5195,sy4ir,27.62,0
5196,OJrik,-35.38,1
5197,Vici24,0.0,0
5198,Dispersion228,4.8,0
5199,vinchil,-4.95,2
5200,V_SudE,-2.44,3
5201,NovichokBirzhevichok,-3.06,67
5202,sergoss7,-42.1,13
5203,Maritara,-10.05,7
5204,Vovaga,-9.25,0
5205,Invest6667,15.61,1
5206,Gaechkaa,-0.13,0
5207,Tatochka62,1.18,0
